pl_name,hostname,pl_letter,sy_pnum,soltype,default_flag,pl_refname,pl_pubdate,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,disc_year,discoverymethod,sy_dist
"OGLE-2019-BLG-1180L b","OGLE-2019-BLG-1180L","b",1,"Published Confirmed",1,"<a refstr=CHUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..253C/abstract target=ref>Chung et al. 2023</a>","2023-12",,,,,,555.24622703,167.49557049,-161.13900235,0,"Mass",2023,"Microlensing",6070.00000000
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A","c",1,"Published Confirmed",0,"<a refstr=KUANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.1704K/abstract target=ref>Kuang et al. 2022</a>","2022-10",,,,,,794.57101750,572.09113260,-444.95976980,0,"Mass",2022,"Microlensing",5100.00000000
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A","c",1,"Published Confirmed",0,"<a refstr=KUANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.1704K/abstract target=ref>Kuang et al. 2022</a>","2022-10",,,,,,985.26806170,731.00533610,-540.30829190,0,"Mass",2022,"Microlensing",5600.00000000
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A","c",1,"Published Confirmed",1,"<a refstr=KUANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.1704K/abstract target=ref>Kuang et al. 2022</a>","2022-10",,,,,,699.22249540,572.09113260,-413.17692910,0,"Mass",2022,"Microlensing",5900.00000000
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A","c",1,"Published Confirmed",0,"<a refstr=KUANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.1704K/abstract target=ref>Kuang et al. 2022</a>","2022-10",,,,,,1716.27339780,1366.66215010,-985.26806170,0,"Mass",2022,"Microlensing",6100.00000000
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L","b",1,"Published Confirmed",0,"<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>","2022-02",,,,,,37.10000000,25.10000000,-19.50000000,0,"Mass",2022,"Microlensing",5600.00000000
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L","b",1,"Published Confirmed",1,"<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>","2022-02",,,,,,37.10000000,25.10000000,-19.50000000,0,"Mass",2022,"Microlensing",5600.00000000
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L","b",1,"Published Confirmed",0,"<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>","2022-02",,,,,,37.10000000,25.10000000,-19.50000000,0,"Mass",2022,"Microlensing",5600.00000000
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L","b",1,"Published Confirmed",0,"<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>","2022-02",,,,,,37.10000000,25.10000000,-19.50000000,0,"Mass",2022,"Microlensing",5600.00000000
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L","b",1,"Published Confirmed",0,"<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>","2022-02",,,,,,37.10000000,25.10000000,-19.50000000,0,"Mass",2022,"Microlensing",5600.00000000
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L","b",1,"Published Confirmed",0,"<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>","2022-02",,,,,,37.10000000,25.10000000,-19.50000000,0,"Mass",2022,"Microlensing",5600.00000000
"OGLE-2023-BLG-0766L b","OGLE-2023-BLG-0766L","b",1,"Published Confirmed",1,"<a refstr=LI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..352L/abstract target=ref>Li et al. 2026</a>","2026-06",,,,,,349.61124770,276.51071409,-181.16219199,0,"Mass",2026,"Microlensing",7400.00000000
"OGLE-2023-BLG-0766L b","OGLE-2023-BLG-0766L","b",1,"Published Confirmed",0,"<a refstr=LI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..352L/abstract target=ref>Li et al. 2026</a>","2026-06",,,,,,381.39408840,273.33243002,-190.69704420,0,"Mass",2026,"Microlensing",7300.00000000
"OGLE-2023-BLG-0836L b","OGLE-2023-BLG-0836L","b",1,"Published Confirmed",1,"<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..16H/abstract target=ref>Han et al. 2024</a>","2024-05",,,,,,1385.73185452,746.89675645,-692.86592726,0,"Mass",2024,"Microlensing",5120.00000000
"OGLE-TR-10 b","OGLE-TR-10","b",1,"Published Confirmed",0,"<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...431.1105B/abstract target=ref> Bouchy et al. 2005 </a>","2005-03",3.10140000000,17.02265994,1.30943538,-1.30943538,0,209.76780000,66.74430000,-66.74430000,0,"Mass",2004,"Transit",1344.97000000
"OGLE-TR-10 b","OGLE-TR-10","b",1,"Published Confirmed",0,"<a refstr=KONACKI_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...624..372K/abstract target=ref> Konacki et al. 2005 </a>","2005-05",3.10138600000,13.89916000,1.00881000,-1.00881000,0,181.16310000,38.13960000,-38.13960000,0,"Mass",2004,"Transit",1344.97000000
"OGLE-TR-10 b","OGLE-TR-10","b",1,"Published Confirmed",0,"<a refstr=SANTOS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...450..825S/abstract target=ref> Santos et al. 2006 </a>","2006-05",,12.77826000,1.00881000,-1.00881000,0,200.23290000,44.49620000,-44.49620000,0,"Mass",2004,"Transit",1344.97000000
"OGLE-TR-10 b","OGLE-TR-10","b",1,"Published Confirmed",0,"<a refstr=HOLMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...655.1103H/abstract target=ref> Holman et al. 2007 </a>","2007-02",3.10127800000,11.83670400,0.93034700,-0.93034700,0,,,,,,2004,"Transit",1344.97000000
"OGLE-TR-10 b","OGLE-TR-10","b",1,"Published Confirmed",0,"<a refstr=PONT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...465.1069P/abstract target=ref> Pont et al. 2007 </a>","2007-04",3.10129000000,13.67498000,1.34508000,-0.78463000,0,193.87630000,41.31790000,-41.31790000,0,"Mass",2004,"Transit",1344.97000000
"OGLE-TR-10 b","OGLE-TR-10","b",1,"Published Confirmed",1,"<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>","2008-04",3.10127800000,14.01100000,1.56900000,-1.34500000,0,197.04600000,44.49400000,-44.49400000,0,"Mass",2004,"Transit",1344.97000000
"OGLE-TR-10 b","OGLE-TR-10","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>","2010-11",3.10127800000,19.27948000,1.23299000,-1.23299000,0,216.12440000,47.67450000,-47.67450000,0,"Mass",2004,"Transit",1344.97000000
"OGLE-TR-10 b","OGLE-TR-10","b",1,"Published Confirmed",0,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>","2017-06",3.10127800000,14.01125000,1.56926000,-1.34508000,0,359.14790000,508.52800000,-123.95370000,0,"Mass",2004,"Transit",1344.97000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=PONT_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...426L..15P/abstract target=ref> Pont et al. 2004 </a>","2004-10",4.01610000000,11.20900000,1.45717000,-0.67254000,0,168.44990000,34.96130000,-34.96130000,0,"Mass",2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=SANTOS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...450..825S/abstract target=ref> Santos et al. 2006 </a>","2006-05",,10.87273000,0.67254000,-0.67254000,0,165.27160000,41.31790000,-41.31790000,0,"Mass",2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=WINN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007AJ....133...11W/abstract target=ref> Winn et al. 2007 </a>","2007-01",4.01444790000,11.96000300,0.60528600,-0.60528600,0,165.27160000,,,0,"Mass",2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=MINNITI_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660..858M/abstract target=ref> Minniti et al. 2007 </a>","2007-05",4.01448400000,11.26504500,0.72858500,-0.53803200,0,168.44990000,,,0,"Mass",2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>","2008-04",4.01610000000,11.78100000,0.63900000,-0.58300000,0,174.79900000,31.78200000,-31.78200000,0,"Mass",2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=D_IACUTE_AZ_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...682L..49D/abstract target=ref>D&iacute;az et al. 2008</a>","2008-07",4.01445400000,10.33469800,0.63891300,-0.75100300,0,,,,,,2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=PIETRUKOWICZ_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...509A...4P/abstract target=ref> Pietrukowicz et al. 2010 </a>","2010-01",,,,,,,,,,,2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",1,"<a refstr=ADAMS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1003.0457A/abstract target=ref> Adams et al. 2010 </a>","2010-05",4.01444630000,11.42197100,0.29143400,-0.29143400,0,,,,,,2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>","2010-11",4.01444790000,12.07209300,0.81825700,-0.81825700,0,171.62820000,31.78300000,-31.78300000,0,"Mass",2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=HOYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...733...53H/abstract target=ref>Hoyer et al. 2011</a>","2011-05",4.01444770000,,,,,,,,,,2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>","2012-10",4.01444770000,11.33229900,0.43715100,-0.43715100,0,174.80650000,31.78300000,-31.78300000,0,"Mass",2004,"Transit",1068.33000000
"OGLE-TR-111 b","OGLE-TR-111","b",1,"Published Confirmed",0,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>","2017-06",4.01444770000,11.78065900,0.63891300,-0.59407700,0,247.90740000,197.05460000,-88.99240000,0,"Mass",2004,"Transit",1068.33000000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=BOUCHY_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...421L..13B/abstract target=ref> Bouchy et al. 2004 </a>","2004-07",1.43250000000,12.10572000,0.78463000,-0.56045000,0,429.07050000,69.92260000,-69.92260000,0,"Mass",2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=KONACKI_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...609L..37K/abstract target=ref> Konacki et al. 2004 </a>","2004-07",1.43247580000,12.21781000,1.12090000,-1.12090000,0,343.25640000,88.99240000,-88.99240000,0,"Mass",2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=GILLON_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...459..249G/abstract target=ref> Gillon et al. 2006 </a>","2006-11",1.43247570000,12.21781000,0.33627000,-0.33627000,0,419.53560000,60.38770000,-60.38770000,0,"Mass",2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=SNELLEN___COVINO_2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..307S/abstract target=ref>Snellen & Covino 2007</a>","2007-02",1.43247580000,,,,,,,,,,2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",1,"<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>","2008-04",1.43247520000,12.25100000,0.31400000,-0.21300000,0,400.44900000,50.85100000,-50.85100000,0,"Mass",2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=PIETRUKOWICZ_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...509A...4P/abstract target=ref> Pietrukowicz et al. 2010 </a>","2010-01",1.43247720000,,,,,,,,,,2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>","2010-11",1.43247570000,12.45319900,0.56045000,-0.56045000,0,394.10920000,54.03110000,-54.03110000,0,"Mass",2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>","2012-10",1.43247425000,12.19539200,0.61649500,-0.61649500,0,390.93090000,63.56600000,-63.56600000,0,"Mass",2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=HOYER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1334H/abstract target=ref>Hoyer et al. 2016</a>","2016-01",1.43247506000,,,,,,,,,,2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>","2017-06",1.43247425000,12.25143700,0.31385200,-0.24659800,0,432.24880000,50.85280000,-47.67450000,0,"Mass",2004,"Transit",566.45900000
"OGLE-TR-113 b","OGLE-TR-113","b",1,"Published Confirmed",0,"<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>","2022-04",1.43247534000,,,,,,,,,,2004,"Transit",566.45900000
"OGLE-TR-132 b","OGLE-TR-132","b",1,"Published Confirmed",0,"<a refstr=BOUCHY_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...421L..13B/abstract target=ref> Bouchy et al. 2004 </a>","2004-07",1.68965000000,12.89000000,8.97000000,-1.46000000,0,320.99000000,98.52000000,-98.52000000,0,"Mass",2004,"Transit",2012.62000000
"OGLE-TR-132 b","OGLE-TR-132","b",1,"Published Confirmed",0,"<a refstr=MOUTOU_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...424L..31M/abstract target=ref> Moutou et al. 2004 </a>","2004-09",1.68985700000,16.03000000,1.12000000,-1.12000000,0,378.20000000,41.32000000,-41.32000000,0,"Mass",2004,"Transit",2012.62000000
"OGLE-TR-132 b","OGLE-TR-132","b",1,"Published Confirmed",0,"<a refstr=GILLON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...466..743G/abstract target=ref> Gillon et al. 2007 </a>","2007-05",1.68986800000,13.22662000,0.78463000,-0.78463000,0,362.32620000,38.13960000,-38.13960000,0,"Mass",2004,"Transit",2012.62000000
"OGLE-TR-132 b","OGLE-TR-132","b",1,"Published Confirmed",1,"<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>","2008-04",1.68986800000,13.45000000,1.68000000,-1.23000000,0,375.02000000,44.49000000,-41.32000000,0,"Mass",2004,"Transit",2012.62000000
"OGLE-TR-132 b","OGLE-TR-132","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>","2010-11",1.68986800000,14.01125000,1.79344000,-1.79344000,0,371.86110000,44.49620000,-44.49620000,0,"Mass",2004,"Transit",2012.62000000
"OGLE-TR-132 b","OGLE-TR-132","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>","2012-10",1.68986531000,13.77586100,0.85188400,-0.85188400,0,371.86110000,47.67450000,-47.67450000,0,"Mass",2004,"Transit",2012.62000000
"OGLE-TR-132 b","OGLE-TR-132","b",1,"Published Confirmed",0,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>","2017-06",1.68986531000,13.45080000,1.68135000,-1.23299000,0,858.14100000,1080.62200000,-476.74500000,0,"Mass",2004,"Transit",2012.62000000
"OGLE-TR-182 b","OGLE-TR-182","b",1,"Published Confirmed",1,"<a refstr=PONT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...487..749P/abstract target=ref> Pont et al. 2008 </a>","2008-08",3.97910000000,12.66600000,2.69000000,-0.89700000,0,320.99500000,47.67200000,-47.67200000,0,"Mass",2007,"Transit",2501.75000000
"OGLE-TR-182 b","OGLE-TR-182","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>","2010-11",3.97910000000,16.47723000,1.56926000,-1.56926000,0,336.89980000,47.67450000,-47.67450000,0,"Mass",2007,"Transit",2501.75000000
"OGLE-TR-182 b","OGLE-TR-182","b",1,"Published Confirmed",0,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>","2017-06",3.97910000000,16.47723000,1.56926000,-1.56926000,0,340.07810000,47.67450000,-63.56600000,0,"Mass",2007,"Transit",2501.75000000
"OGLE-TR-211 b","OGLE-TR-211","b",1,"Published Confirmed",1,"<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>","2008-04",3.67724000000,15.24400000,2.01800000,-1.00900000,0,327.35100000,63.56300000,-63.56300000,0,"Mass",2007,"Transit",1515.26000000
"OGLE-TR-211 b","OGLE-TR-211","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>","2010-11",3.67724000000,14.14575800,1.77102200,-1.02001900,0,238.37250000,47.67450000,-47.67450000,0,"Mass",2007,"Transit",1515.26000000
"OGLE-TR-211 b","OGLE-TR-211","b",1,"Published Confirmed",0,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>","2017-06",3.67724000000,14.14575800,1.79344000,-1.02001900,0,216.12440000,76.27920000,-88.99240000,0,"Mass",2007,"Transit",1515.26000000
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=KONACKI_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003Natur.421..507K/abstract target=ref> Konacki et al. 2003 </a>","2003-01",1.21190000000,14.57170000,1.68135000,-1.68135000,0,286.04700000,95.34900000,-95.34900000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...431.1105B/abstract target=ref> Bouchy et al. 2005 </a>","2005-03",1.21191890000,13.96731072,0.98207654,-0.98207654,0,375.03940000,44.49620000,-44.49620000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=SANTOS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...450..825S/abstract target=ref> Santos et al. 2006 </a>","2006-05",,14.01125000,0.89672000,-0.89672000,0,394.10920000,41.31790000,-41.31790000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=PONT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...465.1069P/abstract target=ref> Pont et al. 2007 </a>","2007-04",1.21190900000,14.57170000,0.56045000,-0.56045000,0,410.00070000,38.13960000,-38.13960000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",1,"<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>","2008-04",1.21191890000,15.27800000,1.03100000,-1.00900000,0,441.77000000,57.21000000,-54.03000000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>","2010-11",1.21190900000,13.45080000,1.90553000,-1.90553000,0,413.17900000,25.74423000,-25.74423000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=ADAMS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...741..102A/abstract target=ref> Adams et al. 2011 </a>","2011-11",1.21191096000,15.44600000,1.00900000,-1.00900000,0,441.76500000,57.20700000,-57.20700000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>","2012-10",1.21191096000,19.43640600,0.66133100,-0.66133100,0,448.14030000,57.20940000,-57.20940000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>","2017-06",1.21191096000,15.27786700,1.03122800,-1.00881000,0,1048.83900000,1271.32000000,-508.52800000,0,"Mass",2002,"Transit",
"OGLE-TR-56 b","OGLE-TR-56","b",1,"Published Confirmed",0,"<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>","2022-04",1.21191126000,,,,,,,,,,2002,"Transit",2164.25000000
"OGLE2-TR-L9 b","OGLE2-TR-L9","b",1,"Published Confirmed",1,"<a refstr=SNELLEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...497..545S/abstract target=ref> Snellen et al. 2009 </a>","2009-04",2.48553350000,18.04600000,0.44800000,-0.44800000,0,1430.17500000,476.72500000,-476.72500000,0,"Mass",2008,"Transit",1627.63000000
"OGLE2-TR-L9 b","OGLE2-TR-L9","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>","2010-11",2.48553300000,18.09132600,0.93034700,-0.93034700,0,1379.38220000,467.21010000,-467.21010000,0,"Mass",2008,"Transit",1627.63000000
"OGLE2-TR-L9 b","OGLE2-TR-L9","b",1,"Published Confirmed",0,"<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>","2012-10",2.48553417000,18.30429700,0.51561400,-0.51561400,0,1398.45200000,476.74500000,-476.74500000,0,"Mass",2008,"Transit",1627.63000000
"Oph 11 b","Oph 11","b",1,"Published Confirmed",1,"<a refstr=CLOSE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660.1492C/abstract target=ref> Close et al. 2007 </a>","2007-05",7300000.00000000000,,,,,4449.62000000,1906.98000000,-1589.15000000,0,"Mass",2006,"Imaging",
"Oph 11 b","Oph 11","b",1,"Published Confirmed",0,"<a refstr=PECAUT_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..154P/abstract target=ref> Pecaut et al. 2012 </a>","2012-02",,,,,,6674.43000000,953.49000000,-953.49000000,0,"Mass",2006,"Imaging",
"Oph 11 b","Oph 11","b",1,"Published Confirmed",0,"<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>","2024-01",,,,,,5720.91132600,635.65681400,-635.65681400,0,"Mass",2006,"Imaging",
"PDS 70 b","PDS 70","b",2,"Published Confirmed",0,"<a refstr=KEPPLER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A..44K/abstract target=ref>Keppler et al. 2018</a>","2018-09",43500.00000000000,14.57170000,,,-1,2542.64000000,1906.98000000,-1906.98000000,0,"Mass",2018,"Imaging",113.06400000
"PDS 70 b","PDS 70","b",2,"Published Confirmed",0,"<a refstr=M_UUML_LLER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>","2018-09",,,,,,,,,,,2018,"Imaging",113.06400000
